"","Season","TeamID","PPG","FGP","TPP","FTP","ORPG","DRPG","APG","TOPG","SPG","BPG","PFPG","PCT"
"2703",2011,1293,66.896552,0.449164,0.377155,0.713213,10.655172,21.103448,13.241379,14,7.482759,2.827586,18.793103,0.724138
"2704",2012,1293,74.214286,0.475534,0.407045,0.728083,10.642857,22.607143,12.535714,13.964286,8.035714,4.285714,18.214286,0.964286
"2705",2013,1293,72.172414,0.450314,0.350904,0.690323,11,24,12.586207,13.965517,6.448276,3.344828,17.517241,0.655172
"2706",2014,1293,76.259259,0.468602,0.376894,0.652835,11.703704,23.703704,12.814815,12.740741,5.333333,3.888889,19.222222,0.592593
"2707",2015,1293,78,0.478388,0.380546,0.69521,12.033333,24.633333,15.233333,11.366667,7.033333,3.5,18.533333,0.833333
"2708",2016,1293,69.172414,0.449109,0.360684,0.714552,9.448276,22.689655,13.862069,11.586207,5.551724,1.931034,19.862069,0.517241
"2709",2017,1293,78.612903,0.435669,0.360892,0.742515,12.064516,24.967742,13.483871,12.129032,5.709677,2.032258,20.16129,0.451613
"2710",2005,1294,63.36,0.42339,0.335526,0.649321,10.64,21.76,13.12,17.16,6.32,2.2,18.52,0.16
"2711",2006,1294,64.555556,0.437155,0.35514,0.657895,12.444444,20.925926,15.407407,17.481481,5.111111,2.296296,21.111111,0.111111
"2712",2007,1294,66.384615,0.422505,0.377528,0.680374,11.692308,22.846154,13.038462,17.653846,5.076923,2.423077,23.730769,0.115385
"2713",2008,1294,68.814815,0.432619,0.345455,0.714286,11.555556,23.185185,12.592593,17.296296,6.888889,1.481481,20.185185,0.407407
"2714",2009,1294,70.677419,0.458861,0.407339,0.726891,9.516129,22.387097,12.290323,15.451613,6.903226,1.580645,19.709677,0.419355
"2715",2010,1294,73.266667,0.444867,0.389351,0.748663,9.7,22.8,11.433333,12.9,7.3,2.1,20.066667,0.766667
"2716",2011,1294,71.034483,0.426144,0.383721,0.772059,11.793103,23.793103,11.586207,14.482759,5.793103,1.896552,19.448276,0.655172
"2717",2012,1294,71.846154,0.481757,0.450602,0.68984,10.153846,23.807692,12.346154,16.423077,5.423077,2.307692,19.884615,0.307692
"2718",2013,1294,67.827586,0.452003,0.370656,0.676245,10.310345,22.689655,12.172414,13.275862,6.862069,2.275862,17.724138,0.37931
"2719",2014,1294,72.37931,0.484405,0.376975,0.699659,10.655172,20.517241,11.586207,11.103448,5.689655,2,19.310345,0.551724
"2720",2015,1294,73.785714,0.470253,0.37525,0.707581,11.428571,21,12.142857,10.571429,6.464286,1.892857,19.75,0.464286
"2721",2016,1294,72.965517,0.448839,0.364173,0.725036,10.172414,23.586207,10.068966,13.896552,5.62069,2.551724,23.310345,0.275862
"2722",2017,1294,69.777778,0.43498,0.340708,0.59434,10.333333,26.111111,13.074074,14.407407,4.962963,2.222222,19.37037,0.333333
"2723",2006,1295,69.958333,0.455847,0.397297,0.73805,12.333333,23.875,13.25,16.75,5.666667,3.541667,19.083333,0.5
"2724",2007,1295,74.75,0.496992,0.400641,0.702429,12.333333,23.583333,14.625,15.041667,7.75,4.541667,17.583333,0.666667
"2725",2008,1295,75.037037,0.46103,0.394144,0.749588,11.111111,24.148148,14.111111,13.888889,5.888889,2.592593,19.740741,0.518519
"2726",2009,1295,79.133333,0.482719,0.401905,0.742378,10.766667,24.466667,14.633333,11.7,7,3.133333,16.166667,0.8
"2727",2010,1295,68.407407,0.419355,0.326683,0.728972,10.814815,25.592593,13.703704,12.925926,5.148148,3.111111,19.148148,0.333333
"2728",2011,1295,73.962963,0.461439,0.366584,0.693811,11.814815,23.851852,13.111111,13.037037,5.555556,2.444444,19.62963,0.444444
"2729",2012,1295,72.413793,0.483681,0.366935,0.725458,8.413793,24.344828,13.62069,12.62069,5.862069,3.62069,19.37931,0.551724
"2730",2013,1295,65.967742,0.464153,0.359191,0.711207,9,25.064516,12.387097,11,5.612903,4.16129,15.806452,0.709677
"2731",2014,1295,74.75,0.503043,0.349127,0.753647,9.142857,22.892857,11.5,9.928571,6.142857,4.285714,18.285714,0.785714
"2732",2015,1295,63.933333,0.425532,0.378871,0.69395,8.666667,24.933333,9.433333,9.866667,4.533333,3.7,15.2,0.7
"2733",2016,1295,67.645161,0.438781,0.341137,0.682211,8.677419,25.483871,10.193548,10.741935,5.83871,3.645161,16.064516,0.580645
"2734",2017,1295,73.892857,0.453265,0.363176,0.706452,8.357143,26.142857,11.928571,11.785714,6.071429,3.75,17.035714,0.607143
"2735",2003,1296,69.612903,0.458967,0.383104,0.652738,13,22.645161,12.677419,17,7.612903,3.612903,19.806452,0.548387
"2736",2004,1296,66.296296,0.431317,0.360558,0.654036,11.777778,23.62963,12.888889,16.296296,5.259259,4.518519,20.740741,0.296296
"2737",2005,1296,68.428571,0.451917,0.393638,0.748,10.642857,21.535714,14.642857,14.214286,5.785714,4.357143,18.535714,0.392857
"2738",2006,1296,70.518519,0.478571,0.382166,0.709797,10.148148,21.888889,15.814815,13.296296,5.481481,3.703704,17.777778,0.592593
"2739",2007,1296,66.344828,0.471295,0.355294,0.712032,10.448276,22.206897,14.172414,18.103448,5.37931,3.310345,18.482759,0.206897
"2740",2008,1296,65.714286,0.419066,0.298319,0.67951,12.464286,22.892857,11.678571,18.178571,6.214286,3.607143,21.678571,0.214286
"2741",2009,1296,66,0.422264,0.344423,0.588235,12.793103,22.413793,12.310345,16.172414,7.931034,3.137931,20.448276,0.310345
"2742",2010,1296,67.233333,0.40138,0.29983,0.645864,14.166667,24.166667,13.3,15.3,6.6,3.5,21.666667,0.333333
"2743",2011,1296,68.068966,0.420859,0.322266,0.69586,11.241379,25.241379,12.068966,14.310345,5.344828,2.482759,20.344828,0.275862
"2744",2012,1296,54.8,0.366043,0.313274,0.675456,12.5,21.633333,9.666667,16,5,2.4,20.266667,0.133333
"2745",2013,1296,53.344828,0.353059,0.278243,0.654275,12.241379,21.034483,8.241379,14.655172,6.965517,1.655172,20.793103,0.137931
"2746",2014,1296,60.677419,0.384713,0.275789,0.68262,12.83871,23.677419,8.129032,14.83871,6.516129,3.322581,20.387097,0.451613
"2747",2015,1296,65,0.426263,0.322368,0.674286,12.275862,21.62069,9.862069,13.931034,7.517241,2.413793,19.172414,0.448276
"2748",2016,1296,70.241379,0.416312,0.358003,0.675953,12,25.931034,13.206897,12.862069,6.862069,3.448276,20.758621,0.586207
"2749",2017,1296,70.310345,0.423939,0.305618,0.68082,12.689655,25.137931,10.310345,13.793103,6.862069,2.37931,19.862069,0.413793
"2750",2013,1297,58.592593,0.405723,0.330632,0.702842,8.148148,20.518519,12.592593,11.407407,6.111111,1.925926,15.814815,0.407407
"2751",2014,1297,68.133333,0.435105,0.348624,0.705882,9.533333,21.8,11.133333,11.6,5.433333,2.966667,20.766667,0.3
"2752",2015,1297,68.285714,0.449712,0.334471,0.665245,9.642857,22.821429,11.928571,11.607143,5.571429,2.821429,20.428571,0.392857
"2753",2016,1297,69.464286,0.435272,0.353038,0.677355,9.25,24.821429,14.142857,13.714286,4.5,2.785714,20.857143,0.25
"2754",2017,1297,74.875,0.45216,0.36129,0.676428,10.96875,26.15625,13.40625,13.34375,5.59375,2.59375,17.78125,0.6875
"2755",2003,1298,59.807692,0.411854,0.32967,0.655102,10.653846,21.692308,12.346154,17.230769,7.038462,2.538462,19.884615,0.269231
"2756",2004,1298,54.576923,0.385673,0.30163,0.583133,13.153846,21.230769,12.423077,19.846154,7.692308,2.346154,20.153846,0.115385
"2757",2005,1298,69.730769,0.396753,0.314672,0.653435,15.923077,25.115385,11.884615,18.961538,8.307692,2.269231,22.576923,0.307692
"2758",2006,1298,65.653846,0.392562,0.348162,0.715342,13.653846,21.461538,11.923077,18.115385,7.769231,2.192308,21.769231,0.307692
"2759",2007,1298,60.928571,0.407648,0.359238,0.74382,7.107143,21.607143,12.857143,15.571429,7.071429,1.607143,21.464286,0.428571
"2760",2008,1298,76.3,0.405882,0.35122,0.748837,12.933333,24.166667,13.8,16.433333,9.1,2.533333,21.666667,0.533333
"2761",2009,1298,70.966667,0.412069,0.328767,0.72466,10.3,26.833333,12.6,13.933333,6.633333,2.5,20.666667,0.633333
"2762",2010,1298,71.266667,0.40841,0.349432,0.712782,10.366667,22.733333,13.133333,14.766667,6.966667,2.766667,21.666667,0.433333
"2763",2011,1298,67.966667,0.394814,0.298836,0.712329,8.4,22.7,12.3,14.966667,8.966667,2.4,20.666667,0.333333
"2764",2012,1298,56.785714,0.398716,0.279113,0.682979,10.214286,19.5,11.071429,14.535714,7.285714,1.785714,18.357143,0.071429
"2765",2013,1298,54.466667,0.388494,0.320939,0.62037,8.866667,20.433333,11.633333,11.1,5.866667,2.166667,16.9,0.233333
"2766",2014,1298,59.37931,0.396673,0.329352,0.62963,10.758621,21.965517,12.241379,12.689655,6.448276,3.206897,19.034483,0.275862
"2767",2015,1298,60.806452,0.438641,0.331325,0.669405,9.354839,20.967742,13.225806,11.870968,5.741935,3.387097,17.419355,0.387097
"2768",2016,1298,67.3125,0.455079,0.305804,0.639726,10.84375,24.6875,13.34375,13.15625,5.65625,3.78125,19.84375,0.5625
"2769",2017,1298,64.580645,0.419775,0.306028,0.636964,13.225806,21.935484,13.387097,14.225806,7.096774,2.064516,18.645161,0.483871
"2770",2003,1299,60.846154,0.390061,0.332632,0.585263,12.115385,20.576923,9.115385,17.115385,6.307692,1.423077,18.730769,0.038462
"2771",2004,1299,57.785714,0.360676,0.258893,0.563973,13.285714,20.035714,9.321429,22.25,8.785714,3.5,23.928571,0.107143
"2772",2005,1299,64.533333,0.384184,0.278861,0.615883,12.133333,22.033333,11.333333,20.266667,9.9,3.433333,21.6,0.2
"2773",2006,1299,61.724138,0.390062,0.28,0.593193,11.689655,21.172414,11.310345,16.275862,6.827586,2.724138,19.241379,0.206897
"2774",2007,1299,71.966667,0.427273,0.343988,0.674839,10.633333,21.9,12.166667,16.6,8.033333,1.6,18.566667,0.433333
"2775",2008,1299,66.892857,0.446562,0.332083,0.621359,10.678571,24.25,11.571429,17.321429,6.035714,3.142857,17.857143,0.428571
"2776",2009,1299,65.37931,0.415812,0.338515,0.626459,12.724138,23.862069,11.655172,18.241379,7.586207,4.62069,18.448276,0.448276
"2777",2010,1299,66.7,0.398618,0.301405,0.630795,11.733333,24.333333,12.3,15.2,6.566667,4.6,17.466667,0.266667
"2778",2011,1299,69.896552,0.423267,0.333333,0.673882,11.310345,24.206897,11.689655,14.758621,6.206897,4.137931,16.965517,0.413793
"2779",2012,1299,67.413793,0.411908,0.339465,0.654545,10.862069,23.655172,12.275862,15.37931,7.068966,3.103448,19.172414,0.310345
"2780",2013,1299,61.617647,0.396034,0.301685,0.656168,10.647059,24.441176,10.911765,15.058824,6.823529,4.529412,19.411765,0.529412
"2781",2014,1299,64.451613,0.375631,0.29529,0.695043,12.258065,23.935484,9.064516,15.032258,4.548387,3.967742,23.322581,0.258065
"2782",2015,1299,57.833333,0.396962,0.284091,0.677876,11.3,21.3,9.3,14.766667,4.966667,3.666667,18.533333,0.233333
"2783",2016,1299,67.16129,0.402605,0.317512,0.712538,11.064516,24.548387,10.322581,13.612903,5.032258,2.354839,22.451613,0.322581
"2784",2017,1299,63.433333,0.419975,0.321617,0.677778,10.866667,23.2,10.8,14.266667,4.333333,2,19.566667,0.033333
"2785",2008,1300,54.777778,0.367616,0.296537,0.636771,10.185185,20.666667,11.666667,20.703704,7.666667,2.407407,20,0.111111
"2786",2009,1300,60.137931,0.372219,0.302457,0.675781,10.724138,19.37931,11.655172,17.37931,8.896552,2.827586,20.206897,0.103448
"2787",2010,1300,56.8,0.380466,0.320955,0.669291,11.2,18.68,11.28,16.64,7.92,2.92,18.48,0.12
"2788",2011,1300,65.961538,0.434462,0.351738,0.711765,9.576923,21.269231,10.923077,15.461538,6.884615,2.807692,21.038462,0.423077
"2789",2012,1300,65.642857,0.444365,0.336245,0.701258,9.178571,21.642857,12.285714,15.607143,7.392857,3.571429,19.035714,0.464286
"2790",2013,1300,63.535714,0.440565,0.336493,0.736928,9,23.214286,12.607143,14.714286,6.571429,2.892857,17.75,0.678571
"2791",2014,1300,72.225806,0.454323,0.325678,0.725845,11.451613,23.16129,14.096774,11.387097,7.677419,3.83871,20.096774,0.83871
"2792",2015,1300,64.655172,0.464937,0.35249,0.682243,9.137931,23.827586,12.793103,12.172414,5.827586,3.689655,18.896552,0.758621
"2793",2016,1300,67.482759,0.422649,0.33908,0.6624,12.241379,24.241379,11.793103,13.724138,5.448276,1.482759,19.931034,0.344828
"2794",2017,1300,73.333333,0.454176,0.332827,0.692821,11.033333,26.733333,13.633333,12.233333,5.866667,3.266667,17.166667,0.733333
"2795",2003,1301,72.241379,0.456846,0.355083,0.770408,9.655172,21.931034,14.724138,14.172414,7.827586,3.068966,18.413793,0.6
"2796",2004,1301,73.344828,0.45196,0.343262,0.798246,10.034483,23.689655,14.862069,13.758621,6.965517,2.344828,18.517241,0.689655
"2797",2005,1301,73.84375,0.458998,0.36921,0.695652,11.09375,21.4375,15.3125,12.28125,7.0625,4.34375,18.84375,0.59375
"2798",2006,1301,75.7,0.466999,0.37889,0.756549,9.033333,24.2,16,13.666667,7.366667,4.866667,17.7,0.7
"2799",2007,1301,71.9375,0.492131,0.356747,0.72741,8.0625,23.9375,15,14.90625,5.40625,3.53125,15.90625,0.545455
"2800",2008,1301,67.290323,0.45502,0.348515,0.718881,9.354839,24.16129,13.258065,15.516129,5.064516,4.612903,16,0.483871
"2801",2009,1301,72.966667,0.4754,0.375465,0.717073,11.333333,24.5,15.266667,14.5,5.6,3.8,16,0.533333
"2802",2010,1301,67.294118,0.436529,0.334532,0.681097,11.5,23.441176,13.676471,13.088235,6.558824,4.411765,17.970588,0.558824
"2803",2011,1301,70.677419,0.439494,0.328605,0.69419,12.903226,24.258065,14.258065,12.129032,6.16129,4.451613,17.193548,0.483871
"2804",2012,1301,73.382353,0.462755,0.355469,0.707801,12.147059,25.029412,15.970588,12.823529,6.911765,4.058824,17.029412,0.647059
"2805",2013,1301,77.529412,0.494057,0.393013,0.68256,11.441176,25.382353,14.617647,12.352941,6.588235,4.264706,15.323529,0.705882
"2806",2014,1301,70.794118,0.458654,0.302789,0.661495,11.941176,22.382353,12.941176,10.411765,4.764706,3.970588,18.705882,0.617647
"2807",2015,1301,70.393939,0.437333,0.360791,0.683358,12.121212,25.727273,11.606061,10.515152,3.969697,5.30303,17.636364,0.606061
"2808",2016,1301,75.212121,0.433217,0.347899,0.698842,13.848485,25.727273,11.606061,11.090909,4.515152,4.272727,16.909091,0.484848
"2809",2017,1301,77.59375,0.467861,0.355906,0.700146,10.28125,26,14.3125,13.375,5.0625,4.375,18.28125,0.46875
"2810",2012,1303,68.9375,0.422315,0.310541,0.681481,8.8125,23.0625,14.6875,13.1875,5,1.9375,17.375,0.0625
"2811",2013,1303,70.862069,0.461908,0.364754,0.69917,8.206897,21.551724,13.344828,14.310345,6.448276,2.62069,17.034483,0.344828
"2812",2014,1303,79,0.439099,0.341772,0.769939,10.407407,23.407407,14.740741,12.62963,7.666667,2.444444,19.333333,0.481481
"2813",2015,1303,76.142857,0.441035,0.330784,0.696328,11.071429,23.678571,11.857143,13.571429,7.964286,3.142857,20.392857,0.392857
"2814",2016,1303,83.862069,0.47295,0.329389,0.746719,10,24.310345,14,13.034483,9.344828,2.896552,20.62069,0.551724
"2815",2017,1303,83,0.449291,0.384405,0.753886,10.645161,25.129032,13.580645,14.032258,8.064516,3.16129,19.419355,0.548387
"2816",2003,1304,63.413793,0.398681,0.274227,0.64716,12.206897,26.034483,11.206897,14.37931,6.275862,3.206897,18.344828,0.37931
"2817",2004,1304,69.714286,0.464213,0.391481,0.720508,11.321429,24.75,14.178571,13.571429,6.25,4.071429,18.5,0.571429
"2818",2005,1304,68.035714,0.42508,0.31694,0.659677,13.142857,25.178571,13.571429,14.214286,5.821429,3.964286,19.285714,0.5
"2819",2006,1304,66.84375,0.411968,0.347541,0.670732,13.3125,25.3125,13.34375,15.65625,6.59375,3.84375,16.53125,0.59375
"2820",2007,1304,66.586207,0.448443,0.376603,0.714286,8.344828,21.551724,14.758621,14.068966,6.62069,2.275862,18.034483,0.517241
"2821",2008,1304,66.83871,0.45746,0.34308,0.666667,10.322581,23.741935,14.258065,13.387097,8.387097,2.806452,16.387097,0.612903
"2822",2009,1304,64.266667,0.439234,0.363803,0.697552,7.3,20.6,13.266667,11.533333,8.466667,1.7,17.5,0.6
"2823",2010,1304,66.484848,0.440115,0.396709,0.674312,9.69697,22.69697,14.272727,12.606061,6.757576,2.848485,18.969697,0.454545
"2824",2011,1304,66.935484,0.464659,0.321429,0.699825,9.322581,26.129032,13.193548,13.387097,6.483871,3.677419,17.16129,0.612903
"2825",2012,1304,60.9,0.426693,0.323873,0.76659,8.466667,21.566667,12.7,13.2,6.6,2.6,16.533333,0.4
"2826",2013,1304,58.272727,0.406663,0.307263,0.692308,8.878788,22.666667,9.848485,10.666667,5.060606,3.121212,17.30303,0.454545
"2827",2014,1304,67,0.426994,0.338858,0.718795,8.806452,24.548387,9.580645,10.903226,6.870968,2.967742,20.290323,0.612903
"2828",2015,1304,61.451613,0.411655,0.284452,0.707483,8.935484,24.032258,10.16129,12.548387,6.193548,2.903226,18.741935,0.419355
"2829",2016,1304,72.235294,0.446862,0.347003,0.729814,11.088235,24.147059,11.676471,11.794118,7.352941,3.294118,19.323529,0.470588
"2830",2017,1304,69.933333,0.4137,0.318436,0.706835,13.3,24.766667,11.266667,13.133333,6.933333,3.633333,18.766667,0.366667
"2831",2003,1305,76.3,0.433659,0.353516,0.712753,12.9,25.1,11.533333,12.833333,6.633333,3.766667,20.866667,0.566667
"2832",2004,1305,75.5,0.455474,0.340326,0.714485,13.4,25.466667,14.233333,13,6.5,4.7,18.3,0.733333
"2833",2005,1305,69.551724,0.461687,0.270833,0.706294,12.068966,27.310345,15.068966,14.586207,6.689655,5.172414,15.724138,0.793103
"2834",2006,1305,72.225806,0.452287,0.359743,0.72043,12.645161,25.677419,15.354839,12.967742,5.387097,4.741935,16.258065,0.83871
"2835",2007,1305,77.677419,0.487915,0.413547,0.754717,11.612903,26.548387,16.548387,13.032258,5.451613,4.129032,16.709677,0.870968
"2836",2008,1305,74.354839,0.47781,0.361829,0.715385,10.741935,25.580645,13.967742,13.967742,4.677419,5.903226,17.83871,0.645161
"2837",2009,1305,69.625,0.424159,0.299213,0.739011,12,23.9375,11.5625,11.8125,6.59375,4.59375,19.375,0.625
"2838",2010,1305,79.258065,0.481223,0.369449,0.717666,10.870968,25.870968,14.193548,11.548387,5.129032,4.419355,17.16129,0.612903
"2839",2011,1305,69.903226,0.423188,0.348485,0.680272,12.129032,24.483871,11.225806,14.258065,4.774194,3.580645,20.322581,0.387097
"2840",2012,1305,70.677419,0.45045,0.371134,0.648022,12,25.16129,12.903226,13.870968,5.83871,4.806452,16.612903,0.806452
"2841",2013,1305,66.933333,0.417548,0.309028,0.72619,9.933333,22.866667,11.033333,12.566667,5.333333,3.233333,19.066667,0.366667
"2842",2014,1305,72.375,0.433787,0.337539,0.728571,11,23.78125,10.84375,10.40625,5,4.5,18.875,0.46875
"2843",2015,1305,59.448276,0.37683,0.258486,0.706731,14.62069,24.206897,9.310345,13.965517,5.37931,4.137931,19.482759,0.241379
"2844",2016,1305,71.866667,0.402293,0.267552,0.729111,12.233333,27.933333,11.333333,13.1,7.033333,5.466667,21.5,0.566667
"2845",2017,1305,79.970588,0.449678,0.38471,0.70344,11.058824,27.852941,16.058824,11.147059,5.294118,4.352941,16.676471,0.823529
"2846",2003,1306,65.5,0.397779,0.328383,0.619614,11.678571,22.535714,11.428571,16.214286,6.892857,1.535714,20.5,0.178571
"2847",2004,1306,60.366667,0.413393,0.34357,0.659091,11.066667,23.533333,11.833333,16.466667,6.866667,2.566667,16.133333,0.333333
"2848",2005,1306,63.962963,0.443892,0.302469,0.674847,9.703704,22.666667,13.296296,15.962963,6.962963,2.555556,15.851852,0.296296
"2849",2006,1306,59.310345,0.417768,0.348297,0.784615,7.862069,20.896552,12.103448,14.37931,4.448276,1.965517,17.068966,0.413793
"2850",2007,1306,58.37931,0.404729,0.345912,0.676149,8.310345,21.482759,10.62069,12.482759,3.793103,1.931034,17.827586,0.344828
"2851",2008,1306,66.642857,0.386407,0.373093,0.692308,11.535714,22.357143,12,13.321429,5.571429,2.142857,19.071429,0.285714
"2852",2009,1306,61.206897,0.379439,0.321127,0.651485,12.586207,23.034483,10.448276,13.241379,5.275862,2.689655,20.62069,0.448276
"2853",2010,1306,59.793103,0.370916,0.294416,0.644231,12.413793,23.275862,10,13.241379,4.482759,2.206897,20.172414,0.413793
"2854",2011,1306,57.586207,0.370607,0.288854,0.610487,12.034483,23.172414,9.62069,12,4.241379,3.068966,18.344828,0.37931
"2855",2012,1306,60.321429,0.395286,0.338898,0.619048,10.178571,23.071429,9.75,13.035714,5.142857,2.392857,18.142857,0.428571
"2856",2013,1306,59.071429,0.382157,0.304965,0.641075,10.321429,23.892857,10.214286,12,5.75,2.75,17.142857,0.285714
"2857",2014,1306,56.586207,0.369056,0.329032,0.695021,9.551724,24.034483,9.551724,12.965517,4,3.172414,19.344828,0.172414
"2858",2015,1306,65.206897,0.427077,0.371681,0.67446,9.206897,26.827586,11.37931,12.413793,4.896552,2.206897,19.310345,0.586207
"2859",2016,1306,69.689655,0.410012,0.323529,0.72814,11.137931,26.655172,11.275862,11.344828,3.965517,1.655172,18.344828,0.586207
"2860",2017,1306,69.241379,0.431776,0.341867,0.722121,9.413793,27.724138,11.793103,12.344828,3.758621,1.862069,16.034483,0.586207
"2861",2003,1307,69.592593,0.415663,0.360406,0.737391,10.407407,21.37037,11.666667,11.962963,5.703704,2.62963,18.259259,0.333333
"2862",2004,1307,67.961538,0.438491,0.361775,0.726433,9.730769,22.5,13.576923,12.653846,5.423077,2.769231,17.653846,0.461538
"2863",2005,1307,75.870968,0.498761,0.400312,0.677374,9.709677,24,15.032258,13.806452,7.516129,3.451613,16.870968,0.806452
"2864",2006,1307,64.633333,0.455446,0.345878,0.669104,8.5,20.966667,13.6,12.166667,7.3,2.233333,16.433333,0.566667
"2865",2007,1307,74.806452,0.456825,0.373351,0.661102,10.451613,22.548387,14.774194,12.290323,5.645161,2.290323,17.580645,0.451613
"2866",2008,1307,74.375,0.466515,0.425121,0.664789,10.375,24.3125,16.3125,12.21875,6.15625,2.75,19.375,0.75
"2867",2009,1307,73.71875,0.461315,0.380471,0.702182,10.0625,24.1875,15.375,12.375,6.5,3.28125,20.8125,0.65625
"2868",2010,1307,76.636364,0.440651,0.374644,0.67664,13.212121,25.515152,14.424242,11.212121,6.757576,3.515152,17.666667,0.878788
"2869",2011,1307,73.375,0.457501,0.350427,0.713907,11.78125,25.53125,15.25,13.4375,6.03125,3.3125,19.1875,0.625
"2870",2012,1307,72.5625,0.458478,0.384977,0.711567,11.09375,26.5,16.09375,13.3125,6.84375,3.28125,17.625,0.8125
"2871",2013,1307,67.441176,0.424673,0.354472,0.721739,9.382353,25.852941,14.617647,11.5,6.117647,3.911765,15.441176,0.852941
"2872",2014,1307,74.636364,0.460256,0.337413,0.726627,10.636364,27.515152,15.454545,10.606061,4.848485,5.151515,16.939394,0.818182
"2873",2015,1307,61.967742,0.431718,0.307692,0.658456,10.677419,24.193548,12.83871,12.645161,5.741935,4.483871,17.354839,0.483871
"2874",2016,1307,76,0.465208,0.362963,0.738186,9.6875,26.96875,14.40625,15.28125,5.625,4.0625,20.59375,0.53125
"2875",2017,1307,73.645161,0.459539,0.326577,0.746154,8.83871,25.709677,13.516129,13,6.096774,3.516129,19.83871,0.548387
"2876",2003,1308,73.107143,0.447483,0.346809,0.737542,12.321429,23.571429,12.464286,13.428571,6.607143,4.035714,16.357143,0.678571
"2877",2004,1308,64.68,0.416296,0.341463,0.701863,12.24,22.16,11.68,14.72,5.76,4.12,17.04,0.44
"2878",2005,1308,66.321429,0.42293,0.332743,0.67126,10.428571,22.714286,11.428571,15.821429,4.821429,2.892857,18,0.142857
"2879",2006,1308,69.758621,0.451384,0.351064,0.700461,10.896552,23.103448,11.137931,16.310345,6.758621,2.275862,17.827586,0.517241
"2880",2007,1308,77.65625,0.478778,0.395349,0.650913,13.40625,24.625,13.6875,17.03125,7.125,2.8125,20.8125,0.75
"2881",2008,1308,79.205882,0.473988,0.348409,0.639061,15.176471,26.235294,15.029412,16.058824,6.617647,3.088235,18.588235,0.588235
"2882",2009,1308,76.34375,0.465304,0.4,0.701429,11,23.5625,14.28125,13.375,7.21875,3.8125,18.5,0.53125
"2883",2010,1308,78.5,0.461743,0.374486,0.700699,10.40625,25.03125,14.5,12.90625,6,3.28125,17.4375,0.65625
"2884",2011,1308,70.677419,0.443038,0.329412,0.677696,11.129032,22.935484,12.16129,14.741935,6.387097,3.580645,18.580645,0.451613
"2885",2012,1308,77.393939,0.46713,0.327549,0.663627,14.454545,25.545455,13.878788,14.666667,6.787879,4.090909,17.939394,0.727273
"2886",2013,1308,68,0.461313,0.325926,0.657702,11.787879,25.393939,11.454545,14.363636,5.515152,5.545455,15.212121,0.69697
"2887",2014,1308,76.647059,0.486681,0.362319,0.685917,12.029412,25.264706,13,12.647059,4.647059,6.205882,17.147059,0.735294
"2888",2015,1308,67.967742,0.463832,0.364322,0.707214,12.322581,22.709677,11.774194,13.870968,6.322581,3.645161,16.129032,0.677419
"2889",2016,1308,71.032258,0.459988,0.32449,0.674242,12.290323,29,13.935484,13.903226,4.193548,4.83871,16.064516,0.677419
"2890",2017,1308,77.433333,0.462581,0.334337,0.708945,12.466667,26.433333,14.666667,13.733333,4.866667,3.5,18.6,0.833333
"2891",2003,1309,69.518519,0.444594,0.398352,0.675497,13.444444,23.592593,12.074074,16.555556,6.037037,3.777778,17.333333,0.481481
"2892",2004,1309,69.5,0.414634,0.354,0.647315,13.333333,24.066667,11.6,13.066667,6.366667,3.566667,18.733333,0.533333
"2893",2005,1309,66.551724,0.425971,0.323661,0.631841,13,22.413793,13.137931,12.689655,6.068966,2.241379,18.689655,0.413793
"2894",2006,1309,63.555556,0.416327,0.342612,0.647173,11.444444,21.777778,13.185185,14.925926,6.407407,2.592593,17.37037,0.296296
"2895",2007,1309,73.133333,0.452367,0.414313,0.713568,10.1,21.433333,11.433333,11.766667,6.533333,3.3,19.933333,0.433333
"2896",2008,1309,72.333333,0.446957,0.348101,0.729134,10.233333,22.166667,11.333333,12.1,7.133333,1.7,19.766667,0.566667
"2897",2009,1309,61.586207,0.433177,0.29023,0.660535,9.724138,22.103448,9.37931,14.931034,6.068966,1.793103,17.862069,0.344828
"2898",2010,1309,58.535714,0.39628,0.33547,0.684982,9.714286,22.25,10.535714,15.821429,6.107143,1.964286,20.357143,0.214286
"2899",2013,1309,64.136364,0.420278,0.270992,0.658228,9.863636,21.681818,11.772727,17.909091,7.136364,2.772727,20.909091,0.181818
"2900",2014,1309,69.833333,0.420077,0.328804,0.695976,12.416667,23.166667,11.25,16.875,6.041667,2.916667,21.25,0.375
"2901",2015,1309,68.615385,0.426264,0.33945,0.701835,12.615385,21.692308,9.230769,15.384615,6.961538,3.076923,20.692308,0.307692
"2902",2016,1309,73.259259,0.408485,0.324766,0.68864,14,23.222222,13.074074,14.592593,7.666667,2.62963,21.481481,0.259259
"2903",2017,1309,70.75,0.46164,0.311346,0.709726,11.928571,23.178571,15.071429,16.571429,7.392857,3,17.607143,0.607143
"2904",2003,1310,74.586207,0.463235,0.328829,0.68521,13.586207,22.896552,14.241379,14.586207,7.586207,3.241379,17.517241,0.586207
"2905",2004,1310,81.8,0.449388,0.327869,0.744457,14.133333,25.766667,15.466667,14.433333,7.233333,4.766667,19.666667,0.7
"2906",2005,1310,85.172414,0.438008,0.364138,0.757732,15.862069,24.965517,15.896552,12.793103,6.862069,3.310345,19,0.689655
